imu_1,imu_2,imu_3,imu_4,imu_5,imu_6,imu_7,imu_8,imu_9,imu_10,imu_11,flex_start,flex_end,flex_x_interpolated
519068,0.591,4.942,-6.414,1.982,0.273,0.914,-51.0,85.35,-42.75,27.5,159,0.128,1225.099377039454
519122,1.544,4.317,-6.1,-0.423,1.832,3.528,-51.0,85.35,-42.75,27.2,106,0.085,1224.6754672204092
519176,5.947,9.335,-8.768,1.007,0.883,0.448,-69.45,64.35,-31.95,27.4,149,0.12,1224.2515574013646
519230,0.12,1.535,-5.071,1.393,0.349,1.006,-74.1,47.55,-17.1,27.3,164,0.132,1223.8276475823197
519284,10.992,13.604,-10.106,-1.399,2.073,2.175,-74.1,47.55,-17.1,27.5,986,0.795,1223.4037377632749
519338,3.055,0.34,-4.357,0.758,-0.64,0.632,-77.4,34.35,-5.4,27.2,1128,0.909,1222.9798279442302
519392,8.712,9.414,-7.089,1.37,0.072,-0.031,-77.4,34.35,-5.4,27.1,1033,0.832,1222.5559181251854
519446,4.152,0.393,-5.818,0.838,-0.141,0.702,-77.4,34.35,-5.4,27.4,153,0.123,1222.1320083061405
519500,7.144,6.591,-6.46,0.244,0.487,1.293,-77.4,34.35,-5.4,27.2,151,0.122,1221.7080984870959
519554,7.226,2.526,-4.949,0.256,0.661,1.232,-80.55,21.45,-4.2,27.4,156,0.126,1221.284188668051
519608,9.012,2.801,-6.249,1.729,-0.313,-0.16,-80.55,21.45,-4.2,27.4,169,0.136,1220.8602788490061
519662,6.12,0.345,-4.966,-0.661,1.247,2.101,-80.55,21.45,-4.2,27.2,159,0.128,1220.4363690299615
519716,10.561,4.061,-5.717,1.246,0.008,0.399,-80.55,21.45,-4.2,27.5,151,0.122,1220.0124592109166
519770,8.459,1.817,-7.362,1.043,0.013,-0.028,-80.4,6.9,2.55,27.3,143,0.115,1219.5885493918718
519824,5.713,2.512,-5.375,-1.28,0.887,1.261,-79.65,0.3,9.0,27.0,153,0.123,1219.1646395728271
519878,9.522,-2.334,-4.305,1.551,0.379,0.399,-79.65,0.3,9.0,27.4,173,0.139,1218.7407297537823
519932,9.558,0.342,-5.423,0.73,0.298,0.704,-76.35,-8.1,12.0,27.3,147,0.118,1218.3168199347374
519986,8.617,0.321,-6.002,0.711,0.376,0.179,-76.35,-8.1,12.0,27.6,159,0.128,1217.8929101156928
520040,9.661,0.802,-6.167,-0.262,0.405,0.512,-72.15,-10.05,17.85,27.5,142,0.114,1217.469000296648
520094,8.918,0.436,-6.74,0.438,-0.237,-0.459,-72.15,-10.05,17.85,27.5,137,0.11,1217.045090477603
520148,10.312,1.889,-8.389,-0.365,-0.332,-0.545,-72.15,-10.05,17.85,27.2,159,0.128,1216.6211806585584
520202,10.836,1.286,-7.245,-1.026,-0.961,-1.073,-72.15,-10.05,17.85,27.4,125,0.101,1216.1972708395135
520256,10.822,2.033,-8.028,-0.924,-1.389,-1.972,-76.95,-4.8,10.05,27.5,172,0.139,1215.7733610204687
520310,8.533,0.73,-6.201,-1.329,-1.592,-1.791,-76.95,-4.8,10.05,27.1,136,0.11,1215.349451201424
520364,8.899,2.88,-7.479,-0.685,-1.795,-2.459,-76.95,-4.8,10.05,27.4,148,0.119,1214.9255413823792
520418,7.441,4.614,-7.496,-2.075,-0.917,-1.425,-82.05,29.55,-15.45,27.4,243,0.196,1214.5016315633343
520472,7.3,3.711,-6.12,-1.423,-1.128,-2.008,-82.05,29.55,-15.45,27.5,699,0.563,1214.0777217442894
520526,3.519,3.474,-4.286,-0.97,-1.166,-1.655,-78.9,42.45,-22.95,27.4,1823,1.469,1213.6538119252448
520580,5.126,7.47,-6.718,-1.013,-1.188,-1.609,-78.9,42.45,-22.95,27.3,1541,1.242,1213.2299021062
520634,2.878,5.128,-5.734,-1.337,-0.784,-1.646,-73.5,58.95,-36.3,27.6,1670,1.346,1212.805992287155
520688,1.834,6.862,-4.606,-1.104,-0.89,-1.483,-73.5,58.95,-36.3,27.2,552,0.445,1212.3820824681104
520742,-0.129,7.638,-4.762,-0.173,-0.933,-1.844,-61.35,78.0,-42.75,27.2,2231,1.798,1211.9581726490655
520796,-0.414,7.259,-4.748,-0.912,-0.602,-1.248,-61.35,78.0,-42.75,27.2,2599,2.094,1211.5342628300207
520850,-2.804,6.883,-3.773,-0.3,-0.731,-1.296,-45.0,88.8,-46.05,27.4,2528,2.037,1211.110353010976
520904,-0.893,8.715,-4.511,-0.462,-0.641,-1.302,-45.0,88.8,-46.05,27.3,2675,2.156,1210.6864431919312
520958,-4.034,6.108,-3.069,-0.143,-0.674,-1.314,-28.5,99.15,-47.7,27.2,2720,2.192,1210.2625333728863
521012,-3.44,8.284,-4.041,0.073,-0.86,-1.269,-28.5,99.15,-47.7,27.2,2869,2.312,1209.8386235538417
521066,-3.613,7.829,-3.982,-0.827,-0.383,-0.995,-28.5,99.15,-47.7,27.5,3031,2.443,1209.4147137347968
521120,-5.021,6.742,-2.993,-0.013,-0.577,-1.109,-3.45,102.6,-42.45,27.6,3121,2.515,1208.990803915752
521174,-4.324,6.577,-3.486,-0.077,-0.874,-1.247,-3.45,102.6,-42.45,27.4,3159,2.546,1208.566894096707
521228,-7.47,4.812,-0.177,-0.033,0.021,-0.651,8.85,102.45,-42.3,27.2,2999,2.417,1208.1429842776624
521282,-8.806,4.271,-0.074,-0.026,0.374,0.159,8.85,102.45,-42.3,27.2,2952,2.379,1207.7190744586176
521336,-10.068,3.598,-1.094,1.061,0.287,0.607,10.05,103.2,-42.75,27.5,2813,2.267,1207.2951646395727
521390,-4.899,6.56,-2.842,0.657,1.061,1.228,10.05,103.2,-42.75,27.4,2540,2.047,1206.871254820528
521444,-5.756,3.948,-2.588,0.569,1.196,1.873,-0.3,101.25,-49.35,27.2,2279,1.837,1206.4473450014832
521498,-1.276,6.725,-4.829,1.211,1.412,1.392,-0.3,101.25,-49.35,27.2,925,0.745,1206.0234351824383
521552,-3.163,4.664,-3.699,-0.528,2.207,3.101,-20.1,97.05,-54.45,27.4,223,0.18,1205.5995253633937
521606,2.212,7.53,-4.918,1.904,1.056,1.496,-43.95,87.75,-49.65,27.3,191,0.154,1205.1756155443488
521660,1.027,4.645,-5.871,0.685,1.698,2.725,-43.95,87.75,-49.65,27.2,211,0.17,1204.751705725304
521714,5.93,7.168,-8.459,1.702,1.13,1.119,-64.8,67.65,-46.8,27.2,220,0.177,1204.3277959062593
521768,-0.115,5.303,-6.364,0.825,1.546,2.211,-64.8,67.65,-46.8,27.0,208,0.168,1203.9038860872145
521822,8.811,7.975,-9.333,0.372,1.755,1.691,-72.15,52.5,-32.85,27.3,1372,1.106,1203.4799762681696
521876,2.246,3.388,-7.731,0.758,1.018,1.05,-72.15,52.5,-32.85,27.5,921,0.742,1203.056066449125
521930,7.707,4.053,-7.642,0.9,1.992,1.863,-72.15,52.5,-32.85,27.5,224,0.181,1202.63215663008
521984,5.231,4.602,-7.271,0.794,0.861,0.672,-72.15,52.5,-32.85,27.4,425,0.342,1202.2082468110352
522038,7.216,2.682,-6.488,-0.291,1.176,1.704,-79.65,32.85,-10.95,27.2,176,0.142,1201.7843369919906
522092,8.72,1.796,-6.586,0.719,0.722,0.837,-79.65,32.85,-10.95,27.5,177,0.143,1201.3604271729457
522146,8.349,2.107,-6.117,0.159,1.009,1.323,-82.65,17.7,-2.1,27.2,167,0.135,1200.9365173539009
522200,8.183,0.479,-4.374,0.128,0.776,1.173,-81.3,8.25,7.8,27.1,154,0.124,1200.5126075348562
522254,10.048,0.754,-6.297,0.726,0.419,0.713,-81.3,8.25,7.8,27.2,135,0.109,1200.0886977158113
522308,8.935,1.432,-6.232,0.176,0.646,0.847,-76.35,-1.8,13.05,27.4,115,0.093,1199.6647878967665
522362,8.945,0.12,-4.92,0.243,0.444,0.524,-76.35,-1.8,13.05,27.4,175,0.141,1199.2408780777218
522416,8.492,-0.302,-5.205,0.521,0.25,0.232,-73.35,-7.2,18.9,27.4,122,0.098,1198.816968258677
522470,9.78,0.029,-5.061,0.038,0.32,0.58,-73.35,-7.2,18.9,27.4,166,0.134,1198.3930584396321
522524,9.313,1.623,-5.478,0.183,0.218,0.192,-70.95,-10.2,21.3,27.2,139,0.112,1197.9691486205875
522578,9.349,-0.972,-5.428,0.015,0.013,0.033,-70.95,-10.2,21.3,27.3,143,0.115,1197.5452388015426
522632,11.169,3.012,-7.937,-0.183,-0.819,-1.039,-70.95,-10.2,21.3,27.4,147,0.118,1197.1213289824977
522686,8.583,1.305,-6.67,-1.385,-0.864,-1.379,-70.95,-10.2,21.3,27.1,159,0.128,1196.6974191634529
522740,8.25,-0.189,-5.416,-0.713,-1.484,-1.569,-76.2,-4.35,14.7,27.5,118,0.095,1196.2735093444082
522794,8.784,3.601,-6.828,-0.682,-1.313,-1.547,-76.2,-4.35,14.7,27.2,156,0.126,1195.8495995253634
522848,8.866,3.007,-7.422,-0.847,-1.555,-2.373,-76.2,-4.35,14.7,27.3,137,0.11,1195.4256897063185
522902,7.025,2.191,-6.383,-1.542,-1.292,-1.359,-81.75,27.15,-8.55,27.2,136,0.11,1195.0017798872739
522956,8.011,6.084,-6.821,-0.967,-1.467,-2.147,-81.75,27.15,-8.55,27.3,159,0.128,1194.577870068229
523010,4.764,3.594,-6.871,-1.273,-1.265,-2.038,-77.55,42.3,-19.8,27.2,981,0.791,1194.1539602491841
523064,5.648,4.389,-5.289,-0.981,-1.116,-1.756,-77.55,42.3,-19.8,27.4,2041,1.645,1193.7300504301395
523118,2.478,5.303,-4.879,-0.769,-1.144,-1.59,-74.4,57.6,-33.15,27.4,1739,1.401,1193.3061406110946
523172,3.752,7.104,-5.583,-0.78,-0.984,-1.635,-74.4,57.6,-33.15,26.9,920,0.741,1192.8822307920498
523226,-0.089,5.911,-5.171,-0.526,-0.863,-1.578,-63.15,77.85,-44.4,27.2,1151,0.928,1192.458320973005
523280,1.824,7.077,-5.303,-0.977,-1.025,-1.688,-63.15,77.85,-44.4,27.4,2371,1.911,1192.0344111539603
523334,-1.257,7.434,-4.685,-0.341,-1.111,-1.739,-47.85,89.85,-48.3,27.4,2442,1.968,1191.6105013349154
523388,-1.595,7.147,-3.618,-0.859,-0.614,-1.172,-31.35,97.5,-48.0,27.3,2485,2.003,1191.1865915158705
523442,-3.804,8.071,-4.223,-0.145,-0.444,-1.36,-31.35,97.5,-48.0,27.4,2605,2.099,1190.762681696826
523496,-3.33,6.953,-2.928,-0.593,-0.461,-1.154,-31.35,97.5,-48.0,27.3,2887,2.327,1190.338771877781
523550,-4.207,7.259,-3.704,-0.2,-0.779,-1.231,-31.35,97.5,-48.0,27.2,3002,2.419,1189.9148620587362
523604,-5.023,7.18,-2.521,-0.335,-0.565,-0.986,-3.3,103.5,-43.5,27.1,3239,2.61,1189.4909522396915
523658,-6.388,5.787,-2.746,0.236,-0.605,-1.105,-3.3,103.5,-43.5,26.9,3239,2.61,1189.0670424206467
523712,-5.037,7.439,-3.005,-1.085,0.275,0.115,-3.3,103.5,-43.5,27.5,3204,2.582,1188.6431326016018
523766,-9.177,2.48,1.116,0.715,-0.514,-0.286,-3.3,103.5,-43.5,27.4,3199,2.578,1188.2192227825572
523820,-6.831,6.124,-1.547,1.009,0.412,0.267,9.0,103.35,-41.1,27.5,3095,2.494,1187.7953129635123
523874,-8.217,3.103,-2.241,0.027,1.288,1.682,9.0,103.35,-41.1,27.2,2741,2.209,1187.3714031444674
523928,-3.639,6.613,-3.646,0.806,1.224,1.429,0.0,103.5,-48.15,27.2,2233,1.799,1186.9474933254228
523982,-3.768,5.418,-3.637,0.182,1.579,2.104,0.0,103.5,-48.15,27.4,1207,0.973,1186.523583506378
524036,0.122,7.654,-5.926,0.799,0.957,1.325,-18.6,99.0,-51.15,27.4,113,0.091,1186.099673687333
524090,-2.605,5.729,-4.13,-0.054,1.581,2.662,-40.8,92.1,-47.25,27.1,147,0.118,1185.6757638682884
524144,2.684,9.278,-6.352,2.042,0.864,0.952,-40.8,92.1,-47.25,27.2,112,0.09,1185.2518540492435
524198,0.84,2.327,-4.503,0.111,1.073,2.69,-60.45,75.6,-44.4,27.2,156,0.126,1184.8279442301987
524252,5.413,11.478,-7.537,1.792,1.31,0.675,-60.45,75.6,-44.4,27.3,144,0.116,1184.404034411154
524306,0.577,0.783,-6.055,1.149,0.146,1.254,-72.0,57.3,-30.15,27.4,122,0.098,1183.9801245921092
524360,6.426,11.909,-7.578,-0.965,1.779,2.899,-72.0,57.3,-30.15,27.2,1175,0.947,1183.5562147730643
524414,6.402,2.246,-8.112,1.906,0.414,0.084,-72.0,57.3,-30.15,27.1,247,0.199,1183.1323049540197
524468,5.986,4.717,-7.07,-0.768,1.355,2.328,-72.0,57.3,-30.15,27.4,165,0.133,1182.7083951349748
524522,7.621,6.139,-7.848,0.934,0.528,0.544,-79.35,34.35,-13.5,27.2,161,0.13,1182.28448531593
524576,6.486,2.725,-7.137,0.102,0.854,1.078,-79.35,34.35,-13.5,27.2,157,0.127,1181.8605754968853
524630,7.151,4.154,-6.189,0.109,0.469,0.739,-79.35,34.35,-13.5,27.0,800,0.645,1181.4366656778404
524684,6.517,2.184,-5.662,0.33,0.42,0.785,-81.3,20.25,-2.25,27.2,151,0.122,1181.0127558587956
524738,7.475,2.828,-5.289,0.527,0.648,0.869,-81.3,20.25,-2.25,27.4,139,0.112,1180.5888460397507
524792,4.664,0.536,-3.144,0.124,0.586,1.671,-81.0,10.2,3.75,27.2,141,0.114,1180.164936220706
524846,10.973,1.719,-6.615,1.97,0.527,0.305,-81.0,10.2,3.75,27.2,148,0.119,1179.7410264016612
524900,8.983,1.132,-6.606,0.412,0.583,0.808,-80.1,2.7,6.45,27.4,167,0.135,1179.3171165826163
524954,9.242,1.221,-5.674,-0.379,1.017,1.043,-80.1,2.7,6.45,27.2,175,0.141,1178.8932067635717
525008,8.291,-0.445,-4.604,0.355,0.32,0.363,-76.5,-5.85,13.95,27.4,170,0.137,1178.4692969445268
525062,9.184,0.204,-5.59,0.751,0.406,0.477,-76.5,-5.85,13.95,27.1,168,0.135,1178.045387125482
525116,9.558,0.915,-6.179,0.03,0.463,0.556,-73.5,-9.0,19.5,26.9,138,0.111,1177.6214773064373
525170,9.517,1.621,-6.263,0.116,-0.317,-0.337,-73.5,-9.0,19.5,27.2,150,0.121,1177.1975674873925
525224,12.198,3.481,-8.521,-0.902,-0.728,-1.128,-72.45,-10.2,19.5,27.2,180,0.145,1176.7736576683476
525278,9.902,0.699,-6.196,-1.342,-0.695,-0.901,-72.45,-10.2,19.5,27.4,162,0.131,1176.349747849303
525332,11.363,3.01,-8.399,-0.288,-1.837,-2.266,-72.45,-10.2,19.5,27.6,140,0.113,1175.925838030258
525386,8.581,0.85,-6.79,-1.84,-1.241,-1.555,-81.15,10.35,0.0,27.5,142,0.114,1175.5019282112132
525440,8.308,2.102,-5.224,-0.913,-1.744,-1.86,-81.15,10.35,0.0,27.2,160,0.129,1175.0780183921684
525494,8.478,4.858,-7.171,-0.848,-1.67,-2.196,-81.15,10.35,0.0,27.3,159,0.128,1174.6541085731237
525548,5.957,1.982,-4.944,-0.786,-1.311,-1.232,-81.15,10.35,0.0,26.9,517,0.417,1174.2301987540789
525602,6.4,6.563,-6.292,-1.427,-1.202,-1.226,-76.5,43.8,-26.4,27.4,1706,1.375,1173.806288935034
525656,3.704,4.312,-5.698,-0.335,-1.415,-1.995,-76.5,43.8,-26.4,27.4,2211,1.782,1173.3823791159894
525710,2.219,6.261,-6.287,-1.297,-0.9,-1.575,-70.2,59.25,-41.1,27.2,1824,1.47,1172.9584692969445
525764,0.134,3.91,-4.788,-0.705,-0.904,-1.292,-70.2,59.25,-41.1,27.0,1181,0.952,1172.5345594778996
525818,0.594,8.071,-5.997,-0.497,-0.794,-1.406,-58.5,78.0,-48.15,27.3,1720,1.386,1172.110649658855
525872,-1.293,4.877,-4.501,-1.212,-0.615,-0.968,-43.65,88.35,-52.35,27.2,2355,1.898,1171.6867398398101
525926,-1.032,8.959,-4.657,-0.732,-0.564,-1.2,-43.65,88.35,-52.35,27.2,2600,2.095,1171.2628300207653
525980,-3.531,6.534,-3.658,-0.532,-0.278,-0.98,-30.6,96.75,-49.8,27.2,2823,2.275,1170.8389202017206
526034,-1.65,7.384,-4.005,-0.494,-0.556,-1.075,-30.6,96.75,-49.8,27.1,2967,2.391,1170.4150103826757
526088,-5.119,7.298,-3.912,0.035,-0.124,-1.121,-17.25,100.35,-46.5,27.3,3031,2.443,1169.9911005636309
526142,-3.23,6.881,-3.259,-0.716,-0.148,-0.751,-17.25,100.35,-46.5,27.2,3110,2.506,1169.5671907445862
526196,-4.894,6.675,-4.391,0.011,-0.712,-1.427,-17.25,100.35,-46.5,27.4,3057,2.464,1169.1432809255414
526250,-3.448,6.481,-2.842,-0.578,-0.166,-0.504,-17.25,100.35,-46.5,27.2,3131,2.523,1168.7193711064965
526304,-9.002,4.867,-1.535,0.744,-0.364,-0.742,1.2,103.35,-43.65,27.2,3163,2.549,1168.2954612874519
526358,-6.867,4.594,-2.392,-0.481,0.521,0.478,1.2,103.35,-43.65,27.2,3195,2.575,1167.871551468407
526412,-10.005,3.338,-1.851,0.877,-0.089,0.668,1.2,103.35,-43.65,27.4,3091,2.491,1167.4476416493621
526466,-3.56,8.444,-3.84,0.448,0.98,1.574,-3.6,102.45,-49.65,27.1,2889,2.328,1167.0237318303175
526520,-5.533,2.634,-3.179,0.723,1.102,2.1,-3.6,102.45,-49.65,27.2,2205,1.777,1166.5998220112726
526574,0.105,8.42,-5.667,1.033,1.073,1.672,-22.8,96.75,-55.35,27.1,544,0.438,1166.1759121922278
526628,-4.669,2.691,-5.176,0.742,1.434,2.896,-22.8,96.75,-55.35,27.2,199,0.16,1165.7520023731831
526682,4.329,9.225,-5.282,-0.026,2.16,2.887,-44.85,85.95,-56.4,27.4,158,0.127,1165.3280925541383
526736,5.016,7.633,-8.653,1.661,1.104,0.464,-44.85,85.95,-56.4,27.1,137,0.11,1164.9041827350934
526790,-0.596,-0.266,-4.575,-0.739,1.511,3.525,-66.6,67.2,-40.5,27.2,162,0.131,1164.4802729160488
526844,9.857,10.499,-8.365,0.345,1.908,2.38,-66.6,67.2,-40.5,27.4,1589,1.281,1164.056363097004
526898,-0.271,-1.374,-4.314,1.378,0.207,1.483,-66.6,67.2,-40.5,27.2,662,0.533,1163.632453277959
526952,8.303,11.657,-7.417,-1.406,2.378,3.464,-66.6,67.2,-40.5,26.9,135,0.109,1163.2085434589144
527006,7.061,1.056,-6.749,1.954,0.547,0.196,-78.3,37.65,-15.15,26.8,168,0.135,1162.7846336398695
527060,5.509,3.191,-6.273,-0.003,1.428,2.329,-78.3,37.65,-15.15,27.3,151,0.122,1162.3607238208247
527114,10.441,3.972,-6.902,1.171,1.132,1.01,-78.3,37.65,-15.15,27.2,155,0.125,1161.9368140017798
527168,8.052,0.984,-6.16,0.395,1.019,1.473,-80.1,7.65,6.15,27.4,155,0.125,1161.5129041827352
527222,7.049,0.445,-4.032,0.527,0.793,1.578,-80.1,7.65,6.15,27.1,169,0.136,1161.0889943636903
527276,10.008,1.506,-6.675,1.853,0.503,0.657,-74.85,-3.0,15.6,27.2,149,0.12,1160.6650845446454
527330,10.345,-0.431,-4.707,-3.775,0.503,6.09,-74.85,-3.0,15.6,27.2,175,0.141,1160.2411747256006
527384,9.026,0.512,-4.738,-2.177,0.99,0.096,-70.95,-17.85,15.9,27.0,171,0.138,1159.817264906556
527438,8.88,-6.512,-7.07,5.167,-0.914,-3.076,-70.95,-17.85,15.9,27.0,171,0.138,1159.393355087511
527492,12.163,15.649,-8.054,-1.316,-1.266,-0.845,-74.1,-13.8,17.1,27.2,169,0.136,1158.9694452684662
527546,8.159,-2.55,-7.128,0.078,-1.473,-2.844,-74.1,-13.8,17.1,27.2,164,0.132,1158.5455354494215
527600,9.634,2.2,-6.972,-1.103,-1.259,-1.363,-78.75,-2.4,10.05,27.4,175,0.141,1158.1216256303767
527654,11.463,4.685,-8.334,-1.165,-1.639,-2.227,-81.9,17.4,-5.4,27.6,167,0.135,1157.6977158113318
527708,8.121,2.466,-6.812,-1.492,-1.477,-2.351,-81.9,17.4,-5.4,27.2,160,0.129,1157.2738059922872
527762,6.342,2.581,-5.157,-0.958,-1.796,-2.287,-81.9,17.4,-5.4,27.1,567,0.457,1156.8498961732423
527816,4.999,5.44,-6.165,-1.217,-1.369,-1.802,-81.9,17.4,-5.4,27.2,1312,1.057,1156.4259863541974
527870,3.716,4.64,-5.581,-0.75,-1.342,-1.93,-76.5,51.6,-30.75,27.3,2279,1.837,1156.0020765351528
527924,3.225,6.225,-5.557,-1.151,-1.111,-1.806,-76.5,51.6,-30.75,27.2,1691,1.363,1155.578166716108
527978,0.898,6.062,-4.494,-0.933,-0.948,-1.516,-76.5,51.6,-30.75,27.1,1229,0.99,1155.154256897063
528032,0.263,6.5,-4.12,-0.87,-0.914,-1.364,-76.5,51.6,-30.75,27.4,1259,1.015,1154.7303470780184
528086,-0.788,7.353,-4.389,-0.482,-0.866,-1.427,-51.0,89.25,-49.65,27.2,1417,1.142,1154.3064372589736
528140,-1.219,7.405,-4.899,-0.427,-0.859,-1.696,-51.0,89.25,-49.65,27.3,2253,1.816,1153.8825274399287
528194,-2.102,6.67,-3.699,-0.861,-0.698,-1.284,-32.1,97.2,-49.8,27.4,2416,1.947,1153.458617620884
528248,-3.282,7.772,-2.828,-0.162,-0.74,-1.57,-13.5,102.6,-47.7,27.3,2784,2.244,1153.0347078018392
528302,-4.896,6.194,-3.347,-0.368,-0.276,-1.289,-13.5,102.6,-47.7,27.3,3035,2.446,1152.6107979827943
528356,-6.373,5.823,-3.263,-0.467,-0.122,-0.728,-3.3,105.15,-45.3,27.4,3032,2.443,1152.1868881637497
528410,-4.525,7.051,-2.152,-1.417,0.24,0.037,-3.3,105.15,-45.3,27.0,3129,2.522,1151.7629783447048
528464,-8.183,3.929,0.534,0.63,0.014,-0.345,1.95,105.75,-37.8,27.4,3185,2.567,1151.33906852566
528518,-8.77,4.362,-0.979,0.503,0.642,0.895,1.95,105.75,-37.8,27.4,3062,2.468,1150.9151587066153
528572,-5.49,4.915,-2.014,0.763,1.001,1.465,-2.4,104.1,-41.1,27.2,2735,2.204,1150.4912488875705
528626,-5.265,3.419,-0.941,0.573,0.843,2.617,-2.4,104.1,-41.1,27.4,1583,1.276,1150.0673390685256
528680,3.273,11.277,-7.377,2.263,0.658,0.557,-2.4,104.1,-41.1,27.2,117,0.094,1149.643429249481
528734,-5.229,2.787,-4.563,-0.847,2.508,4.119,-2.4,104.1,-41.1,27.2,144,0.116,1149.219519430436
528788,5.641,9.282,-6.682,1.467,1.115,1.326,-49.05,87.75,-45.3,27.0,160,0.129,1148.7956096113912
528842,-1.846,4.717,-4.353,0.589,1.201,2.341,-71.25,65.85,-36.6,27.0,145,0.117,1148.3716997923466
528896,7.915,10.123,-10.149,1.504,1.139,0.91,-71.25,65.85,-36.6,26.9,416,0.335,1147.9477899733017
528950,3.397,2.025,-7.511,1.246,0.692,0.719,-76.2,46.2,-20.25,27.5,767,0.618,1147.5238801542569
529004,8.112,8.562,-6.596,-0.955,1.311,2.403,-76.2,46.2,-20.25,27.3,185,0.149,1147.0999703352122
529058,3.292,3.079,-5.859,2.193,0.04,0.173,-75.9,37.8,-10.5,27.1,1139,0.918,1146.6760605161674
529112,6.845,4.76,-6.414,-0.787,1.596,2.81,-75.9,37.8,-10.5,27.2,1013,0.816,1146.2521506971225
529166,7.7,4.527,-7.369,2.182,0.128,-0.087,-78.6,28.2,-7.95,27.2,381,0.307,1145.8282408780776
529220,6.29,3.63,-7.209,-0.617,0.988,1.961,-78.6,28.2,-7.95,27.2,148,0.119,1145.404331059033
529274,7.025,4.408,-6.091,1.225,0.228,0.427,-80.1,19.65,-3.6,27.3,166,0.134,1144.9804212399881
529328,6.785,2.318,-6.519,0.345,0.528,0.844,-80.1,19.65,-3.6,26.8,152,0.122,1144.5565114209433
529382,7.975,2.157,-5.088,0.191,0.717,1.211,-80.1,19.65,-3.6,27.1,159,0.128,1144.1326016018984
529436,8.03,-0.862,-3.728,1.593,0.26,0.669,-80.4,4.2,4.65,27.1,170,0.137,1143.7086917828537
529490,8.095,0.091,-5.298,1.351,0.556,1.39,-80.4,4.2,4.65,27.2,175,0.141,1143.2847819638089
529544,10.494,0.369,-5.08,-0.176,1.085,2.04,-80.4,4.2,4.65,27.2,165,0.133,1142.860872144764
529598,8.013,1.657,-6.649,1.559,0.264,0.211,-80.4,4.2,4.65,27.2,161,0.13,1142.4369623257194
529652,9.467,-4.254,-5.464,-0.576,-0.38,0.456,-73.2,-8.7,14.7,27.3,159,0.128,1142.0130525066745
529706,9.278,7.223,-7.764,-1.719,-0.212,0.51,-73.2,-8.7,14.7,27.2,160,0.129,1141.5891426876296
529760,10.252,2.198,-9.471,0.323,-1.513,-2.407,-75.45,-4.35,9.6,27.2,155,0.125,1141.165232868585
529814,9.275,1.348,-8.696,-2.19,-1.163,-1.102,-75.45,-4.35,9.6,26.9,153,0.123,1140.7413230495401
529868,7.74,1.805,-6.998,-0.853,-1.706,-1.962,-80.25,9.45,-1.95,27.2,175,0.141,1140.3174132304953
529922,7.221,1.678,-6.876,-1.318,-1.54,-1.46,-80.25,9.45,-1.95,27.4,151,0.122,1139.8935034114506
529976,6.601,3.682,-6.62,-1.092,-1.504,-1.601,-79.35,27.45,-16.05,27.2,153,0.123,1139.4695935924058
530030,5.547,2.942,-6.206,-0.802,-1.529,-1.898,-79.35,27.45,-16.05,27.2,151,0.122,1139.045683773361
530084,5.167,5.152,-7.015,-1.081,-1.264,-1.414,-76.2,41.55,-25.35,27.2,1436,1.157,1138.6217739543163
530138,4.085,4.714,-6.792,-1.034,-1.266,-1.644,-71.85,54.9,-40.5,27.2,2145,1.729,1138.1978641352714
530192,3.261,6.048,-6.323,-1.095,-0.951,-1.579,-71.85,54.9,-40.5,27.1,1279,1.031,1137.7739543162265
530246,1.137,5.679,-6.019,-1.548,-0.798,-1.42,-71.85,54.9,-40.5,27.2,1439,1.16,1137.350044497182
530300,-0.783,5.672,-5.102,-0.414,-1.168,-1.984,-71.85,54.9,-40.5,27.0,1535,1.237,1136.926134678137
530354,-1.293,7.128,-4.934,-1.5,-0.606,-0.867,-40.8,91.8,-56.1,27.0,2360,1.902,1136.5022248590922
530408,-1.788,6.694,-3.917,-0.387,-1.002,-1.933,-40.8,91.8,-56.1,27.2,2663,2.146,1136.0783150400475
530462,-4.293,6.572,-3.812,-0.938,-0.084,-0.971,-24.3,99.9,-51.6,27.2,2880,2.321,1135.6544052210027
530516,-2.567,6.766,-3.472,-1.205,-0.206,-0.912,-24.3,99.9,-51.6,27.4,2969,2.393,1135.2304954019578
530570,-3.335,9.371,-5.607,-0.43,-0.714,-1.841,-12.15,102.75,-42.0,27.2,3035,2.446,1134.8065855829132
530624,-4.709,6.141,-3.213,-2.039,0.069,-0.658,-12.15,102.75,-42.0,27.0,2989,2.409,1134.3826757638683
530678,-7.046,5.145,1.001,-1.089,0.31,-0.56,1.05,106.65,-33.9,27.2,3177,2.56,1133.9587659448234
530732,-9.558,2.873,0.11,1.242,-0.885,-1.09,8.1,107.4,-24.0,27.4,3079,2.481,1133.5348561257788
530786,-8.37,5.373,-0.95,-0.124,0.802,1.118,8.1,107.4,-24.0,27.2,3051,2.459,1133.110946306734
530840,-6.833,4.544,-1.824,1.348,-0.086,0.424,4.2,107.25,-31.95,26.9,2863,2.307,1132.687036487689
530894,-5.071,5.768,-1.808,0.356,1.046,2.212,4.2,107.25,-31.95,27.1,2304,1.857,1132.2631266686444
530948,-2.907,7.178,-2.241,0.673,0.665,2.106,4.2,107.25,-31.95,27.2,800,0.645,1131.8392168495996
