imu_1,imu_2,imu_3,imu_4,imu_5,imu_6,imu_7,imu_8,imu_9,imu_10,imu_11,flex_start,flex_end,flex_x_interpolated
632522,7.398,4.762,-6.321,-0.972,-2.714,-2.408,-89.55,34.2,-20.55,26.6,1603,1.292,334.4648472263423
632576,3.242,3.663,-6.218,-0.468,-2.466,-2.292,-85.8,39.9,-30.15,26.5,1792,1.444,334.0409374072974
632630,3.907,4.98,-6.404,-0.839,-1.942,-1.341,-85.8,39.9,-30.15,26.7,2029,1.635,333.61702758825277
632684,2.655,5.827,-6.974,-0.431,-1.897,-1.948,-83.55,58.2,-82.8,26.7,800,0.645,333.1931177692079
632738,-0.984,3.084,-6.081,-1.158,-1.498,-1.291,-83.55,58.2,-82.8,26.5,1427,1.15,332.76920795016304
632792,-1.113,6.816,-7.223,-0.797,-1.525,-1.304,-83.55,58.2,-82.8,26.3,149,0.12,332.3452981311184
632846,-4.044,4.458,-6.505,-0.342,-1.452,-1.851,-16.35,93.15,-89.85,26.3,1637,1.319,331.92138831207353
632900,-4.063,5.234,-5.057,-1.579,-0.818,-1.109,-16.35,93.15,-89.85,26.7,1888,1.521,331.49747849302867
632954,-5.444,4.496,-4.329,-0.911,-0.901,-1.377,5.4,98.4,-79.5,26.6,555,0.447,331.0735686739838
633008,-6.567,5.315,-3.503,-1.257,-0.102,-0.119,5.4,98.4,-79.5,26.7,264,0.213,330.64965885493916
633062,-5.253,6.577,-3.237,-0.957,-0.552,-0.883,18.6,100.5,-70.5,26.7,205,0.165,330.2257490358943
633116,-6.807,4.628,-3.002,-0.036,-0.885,-1.297,18.6,100.5,-70.5,26.8,1146,0.924,329.80183921684943
633170,-6.879,5.31,-4.125,-0.805,-0.804,-0.933,33.15,99.0,-63.6,26.8,2741,2.209,329.3779293978048
633224,-6.665,3.814,-2.057,-0.642,-1.059,-1.228,33.15,99.0,-63.6,26.6,3304,2.663,328.9540195787599
633278,-11.143,-0.378,-0.309,-3.103,0.926,-0.424,45.0,95.85,-53.7,26.4,3723,3.0,328.53010975971506
633332,-15.608,-2.641,1.19,0.13,-0.017,0.176,45.0,95.85,-53.7,26.6,3676,2.962,328.1061999406704
633386,-8.068,3.179,-2.121,2.707,0.142,0.314,40.95,100.5,-38.7,26.5,3326,2.68,327.68229012162556
633440,-6.414,5.823,-1.674,-0.071,1.662,2.09,40.95,100.5,-38.7,26.7,3177,2.56,327.2583803025807
633494,-7.094,1.887,-3.053,1.112,0.834,1.904,40.95,100.5,-38.7,26.6,1469,1.184,326.83447048353605
633548,-2.332,9.452,-4.434,0.185,1.487,1.645,20.4,100.5,-64.65,26.7,55,0.044,326.4105606644912
633602,-8.174,0.96,-4.934,0.597,0.808,2.121,20.4,100.5,-64.65,26.8,81,0.065,325.9866508454463
633656,-0.409,12.074,-6.637,0.557,1.366,1.204,0.3,102.45,-73.35,26.8,30,0.024,325.5627410264017
633710,-6.539,1.183,-4.204,0.064,0.908,1.935,0.3,102.45,-73.35,26.5,40,0.032,325.1388312073568
633764,2.231,11.241,-6.62,1.904,0.727,0.487,-26.25,100.35,-72.45,26.5,301,0.243,324.71492138831195
633818,-3.275,1.583,-5.648,0.075,1.038,2.015,-26.25,100.35,-72.45,26.5,346,0.279,324.2910115692673
633872,3.654,8.65,-8.337,1.579,0.772,0.452,-55.5,90.45,-73.8,26.5,245,0.197,323.86710175022245
633926,-5.145,2.71,-5.241,0.68,0.994,1.957,-55.5,90.45,-73.8,26.8,187,0.151,323.4431919311776
633980,7.269,12.907,-8.741,0.654,1.793,1.157,-55.5,90.45,-73.8,26.7,218,0.176,323.01928211213294
634034,-2.291,-1.149,-5.322,1.431,0.684,1.256,-89.7,31.2,-26.25,26.7,234,0.189,322.5953722930881
634088,8.705,12.883,-7.752,-2.111,2.712,3.753,-89.7,31.2,-26.25,26.8,250,0.201,322.1714624740432
634142,5.447,-0.706,-4.511,1.889,0.619,0.424,-81.75,37.95,-10.35,26.7,939,0.757,321.74755265499834
634196,7.867,6.539,-7.479,-0.703,1.806,2.426,-81.75,37.95,-10.35,26.4,327,0.264,321.3236428359537
634250,9.725,2.856,-6.737,2.029,0.837,-0.078,-88.8,26.1,-4.5,26.3,217,0.175,320.89973301690884
634304,7.247,-0.407,-4.709,0.052,1.865,2.087,-88.8,26.1,-4.5,26.7,271,0.218,320.475823197864
634358,10.398,5.986,-8.356,0.963,1.793,0.708,-86.4,10.35,7.95,26.7,311,0.251,320.05191337881934
634412,8.885,0.548,-5.897,-0.795,1.203,1.195,-86.4,10.35,7.95,26.7,199,0.16,319.62800355977447
634466,9.627,5.686,-7.796,0.242,0.226,0.205,-78.6,-3.75,20.7,26.4,200,0.161,319.2040937407296
634520,10.441,4.515,-8.787,-0.387,-0.081,-0.379,-78.6,-3.75,20.7,26.6,347,0.28,318.78018392168497
634574,10.015,5.148,-8.942,-0.644,-1.163,-1.422,-76.35,-4.2,21.45,26.7,315,0.254,318.3562741026401
634628,10.903,5.452,-7.003,-1.851,-0.916,-0.948,-76.35,-4.2,21.45,26.7,312,0.251,317.93236428359523
634682,8.818,3.122,-5.95,-0.172,-1.943,-2.87,-76.35,-4.2,21.45,26.6,291,0.235,317.5084544645506
634736,9.869,5.643,-6.519,-1.612,-1.512,-1.908,-87.0,30.6,0.45,26.8,527,0.425,317.08454464550573
634790,7.484,3.424,-4.571,-0.059,-1.921,-2.758,-87.0,30.6,0.45,26.7,1049,0.845,316.66063482646086
634844,6.598,7.259,-6.158,-0.839,-1.519,-1.928,-77.4,43.65,-6.9,26.5,1761,1.419,316.2367250074162
634898,3.922,5.516,-4.08,-0.304,-1.338,-2.024,-77.4,43.65,-6.9,26.7,2121,1.709,315.81281518837136
634952,2.842,8.614,-6.172,-0.268,-1.606,-2.663,-92.55,60.45,-42.15,26.7,675,0.544,315.3889053693265
635006,-1.484,4.209,-4.985,-1.068,-1.089,-1.62,-92.55,60.45,-42.15,26.6,1635,1.318,314.96499555028186
635060,2.186,9.155,-5.148,-0.857,-1.126,-2.239,-61.95,93.0,-58.65,26.8,2045,1.648,314.541085731237
635114,-5.035,3.227,-3.776,-0.843,-0.583,-0.975,-61.95,93.0,-58.65,26.7,2135,1.721,314.1171759121921
635168,0.864,9.591,-5.483,0.126,-1.092,-2.057,-61.95,93.0,-58.65,26.7,2215,1.785,313.69326609314726
635222,-5.04,3.548,-3.122,-1.093,-0.446,-0.844,-61.95,93.0,-58.65,26.2,2227,1.795,313.2693562741026
635276,-2.148,8.763,-4.52,0.039,-1.005,-1.687,-8.1,109.35,-55.5,26.8,1844,1.486,312.84544645505775
635330,-7.226,3.565,-3.56,0.429,-1.193,-1.996,10.5,108.0,-54.6,26.7,923,0.744,312.4215366360129
635384,-4.503,8.803,-3.934,-1.017,-0.694,-1.218,10.5,108.0,-54.6,26.7,373,0.301,311.99762681696825
635438,-8.384,2.298,-1.93,0.117,-0.786,-1.301,28.05,103.35,-51.3,26.8,673,0.542,311.5737169979234
635492,-5.717,7.017,-2.926,-0.258,-0.76,-1.345,28.05,103.35,-51.3,26.8,2885,2.325,311.1498071788785
635546,-9.313,2.404,-1.48,-0.058,-0.836,-1.008,41.25,99.3,-47.85,26.7,3419,2.755,310.7258973598339
635600,-11.617,2.526,0.225,0.388,-0.303,-0.333,41.25,99.3,-47.85,26.8,3379,2.723,310.301987540789
635654,-11.207,1.118,1.614,-1.837,0.744,1.241,41.25,99.3,-47.85,26.4,3420,2.756,309.87807772174415
635708,-11.897,-0.728,-0.345,1.033,0.141,0.486,41.25,99.3,-47.85,26.7,3377,2.721,309.4541679026995
635762,-8.638,4.278,0.462,2.134,0.549,1.536,43.65,97.2,-46.95,26.7,3095,2.494,309.03025808365464
635816,-5.449,4.429,-1.705,0.21,1.481,2.292,43.65,97.2,-46.95,26.6,1943,1.566,308.6063482646098
635870,-5.162,4.317,-4.712,1.436,0.749,0.986,43.65,97.2,-46.95,26.8,339,0.273,308.18243844556514
635924,-4.954,6.366,-3.833,-0.044,1.87,2.783,9.6,103.2,-64.65,26.7,353,0.284,307.7585286265203
635978,-1.176,6.912,-5.926,2.067,0.931,0.158,9.6,103.2,-64.65,26.6,293,0.236,307.3346188074754
636032,-6.639,1.642,-5.294,1.176,1.522,1.942,-15.0,98.4,-73.2,26.8,112,0.09,306.91070898843077
636086,1.841,12.464,-7.424,-0.92,2.596,2.888,-15.0,98.4,-73.2,26.7,121,0.098,306.4867991693859
636140,-0.39,0.797,-8.332,2.456,0.215,-0.17,-43.5,91.65,-75.6,26.4,133,0.107,306.06288935034104
636194,-1.59,8.825,-5.995,-2.968,3.19,4.814,-43.5,91.65,-75.6,26.6,129,0.104,305.6389795312962
636248,5.42,0.941,-10.381,4.566,-0.776,-1.18,-79.8,73.2,-61.95,26.7,123,0.099,305.21506971225153
636302,0.876,6.416,-8.578,-4.3,3.785,5.913,-79.8,73.2,-61.95,26.8,169,0.136,304.79115989320667
636356,7.676,6.033,-8.839,4.135,-0.14,-1.502,-79.8,73.2,-61.95,26.5,76,0.061,304.3672500741618
636410,0.543,-0.766,-5.746,-3.226,3.117,4.912,-79.8,73.2,-61.95,26.6,197,0.159,303.94334025511716
636464,8.449,-0.742,-5.636,3.934,0.771,-0.689,-77.25,42.6,-13.95,26.7,968,0.78,303.5194304360723
636518,7.494,3.991,-6.373,-1.784,2.661,3.704,-85.95,32.85,-6.45,26.8,247,0.199,303.09552061702743
636572,10.446,3.428,-5.171,1.742,1.768,0.9,-85.95,32.85,-6.45,26.5,329,0.265,302.6716107979828
636626,8.047,-0.316,-5.176,-0.023,1.909,2.098,-84.9,12.3,9.75,26.5,305,0.246,302.2477009789379
636680,9.811,4.671,-7.077,1.059,1.116,0.874,-84.9,12.3,9.75,26.9,273,0.22,301.82379115989306
636734,9.941,2.401,-8.648,0.499,0.411,0.088,-75.9,0.3,22.95,26.5,175,0.141,301.3998813408484
636788,7.128,3.117,-8.195,-0.61,0.371,0.293,-75.9,0.3,22.95,26.7,227,0.183,300.97597152180356
636842,11.739,5.401,-9.201,0.376,-0.641,-1.101,-75.9,0.3,22.95,26.8,163,0.131,300.5520617027587
636896,9.893,2.653,-9.024,-0.604,-1.781,-1.786,-75.9,0.3,22.95,26.6,279,0.225,300.12815188371405
636950,10.925,2.701,-7.312,-1.152,-2.13,-1.423,-81.0,8.7,14.4,26.7,281,0.226,299.7042420646692
637004,9.357,3.627,-8.882,0.1,-3.005,-2.738,-81.0,8.7,14.4,26.7,261,0.21,299.2803322456243
637058,6.402,2.227,-6.472,-2.061,-1.891,-0.945,-85.8,30.6,-6.3,26.7,944,0.761,298.8564224265797
637112,6.778,2.263,-5.976,0.135,-2.752,-2.617,-78.9,42.9,-17.1,26.3,697,0.562,298.4325126075348
637166,5.001,5.047,-7.649,-0.967,-2.304,-1.908,-78.9,42.9,-17.1,26.5,1592,1.283,298.00860278848995
637220,4.233,5.801,-6.847,-1.114,-2.227,-2.364,-89.4,55.95,-57.3,26.6,2024,1.631,297.5846929694451
637274,0.012,3.134,-5.155,-0.437,-2.001,-1.957,-89.4,55.95,-57.3,26.7,176,0.142,297.16078315040045
637328,1.355,8.854,-6.402,-1.752,-1.293,-1.242,-54.45,86.7,-82.05,26.7,949,0.765,296.7368733313556
637382,-2.686,2.394,-4.231,-0.428,-1.49,-1.886,-54.45,86.7,-82.05,26.5,343,0.276,296.3129635123107
637436,0.381,7.609,-5.765,-0.817,-1.229,-1.405,-24.15,98.1,-77.85,26.8,2041,1.645,295.8890536932661
637490,-4.741,4.202,-5.15,-0.353,-1.232,-1.669,-24.15,98.1,-77.85,26.6,2192,1.766,295.4651438742212
637544,-4.59,5.964,-4.745,-1.687,-0.44,-0.722,-24.15,98.1,-77.85,26.5,2137,1.722,295.04123405517635
637598,-5.519,5.361,-4.379,-0.116,-1.333,-1.908,-24.15,98.1,-77.85,26.5,1850,1.491,294.6173242361317
637652,-6.618,5.128,-2.746,-1.114,-0.761,-1.087,19.05,102.6,-64.05,26.5,589,0.475,294.19341441708684
637706,-6.06,4.714,-3.577,0.011,-1.414,-2.219,34.05,99.45,-56.1,26.7,1565,1.261,293.769504598042
637760,-6.847,5.519,-2.871,-1.251,-0.749,-0.928,34.05,99.45,-56.1,26.7,3097,2.496,293.34559477899734
637814,-7.547,2.387,-1.3,-0.29,-0.871,-1.38,48.15,95.25,-47.25,26.7,3343,2.694,292.9216849599525
637868,-13.886,5.708,1.99,-3.585,1.77,1.866,48.15,95.25,-47.25,26.6,3599,2.9,292.4977751409076
637922,-13.961,-2.27,0.041,1.049,-0.353,-0.732,43.95,99.3,-37.2,26.8,3357,2.705,292.07386532186297
637976,-9.17,0.69,-1.97,2.256,0.276,1.726,43.95,99.3,-37.2,26.7,3250,2.619,291.6499555028181
638030,-2.883,5.033,-1.369,0.669,1.756,2.612,43.95,99.3,-37.2,26.5,2309,1.861,291.22604568377324
638084,-4.702,1.635,-5.677,1.732,1.034,1.647,43.95,99.3,-37.2,26.5,24,0.019,290.8021358647286
638138,-4.128,9.89,-4.738,-1.23,3.203,3.556,16.35,99.75,-66.9,26.8,0,0.0,290.37822604568373
638192,-1.666,-0.582,-6.948,4.083,-0.274,0.257,16.35,99.75,-66.9,26.8,91,0.073,289.95431622663887
638246,-1.25,10.479,-4.93,-1.974,2.723,3.567,-14.1,99.75,-69.75,26.6,1077,0.868,289.530406407594
638300,4.561,-1.915,-12.084,5.942,-1.562,-0.982,-47.25,87.75,-73.05,26.6,1437,1.158,289.10649658854936
638354,-0.139,7.597,-6.996,-3.495,3.698,4.04,-47.25,87.75,-73.05,26.8,595,0.479,288.6825867695045
638408,-2.557,-9.067,-6.699,5.582,0.262,-1.3,-77.25,63.9,-62.7,26.6,1175,0.947,288.25867695045963
638462,6.78,15.143,-8.693,-2.371,3.617,3.669,-77.25,63.9,-62.7,26.8,2102,1.694,287.834767131415
638516,4.401,-2.825,-10.609,3.087,0.71,-2.083,-85.8,38.4,-33.0,26.6,1200,0.967,287.4108573123701
638570,2.988,7.774,-6.84,-3.924,3.875,4.727,-85.8,38.4,-33.0,27.0,0,0.0,286.98694749332526
638624,8.861,2.749,-6.325,2.656,0.81,-0.9,-80.25,32.55,-8.1,26.8,35,0.028,286.5630376742806
638678,5.167,2.598,-5.44,-1.253,2.44,3.195,-80.25,32.55,-8.1,26.8,0,0.0,286.13912785523576
638732,11.54,3.852,-5.631,1.012,1.118,0.595,-80.25,32.55,-8.1,26.6,201,0.162,285.7152180361909
638786,9.565,-0.491,-5.521,0.555,1.38,1.79,-80.25,32.55,-8.1,26.7,291,0.235,285.29130821714625
638840,10.673,2.83,-6.424,0.711,0.57,1.066,-78.15,3.45,19.65,26.7,211,0.17,284.8673983981014
638894,10.482,-0.215,-4.353,0.345,0.702,0.661,-71.7,-2.4,24.3,26.7,151,0.122,284.4434885790565
638948,8.969,-2.205,-3.074,0.171,0.422,0.7,-71.7,-2.4,24.3,26.5,157,0.127,284.0195787600119
639002,9.807,-0.304,-4.671,-1.327,2.306,0.056,-64.95,-8.7,31.2,26.4,160,0.129,283.595668940967
639056,10.997,-0.031,-4.02,-4.71,3.742,5.347,-64.95,-8.7,31.2,26.7,149,0.12,283.17175912192215
639110,9.354,-4.695,-0.057,-2.851,1.856,2.719,-33.3,-50.85,37.05,26.5,200,0.161,282.7478493028775
639164,8.447,-4.997,-2.478,1.166,-1.196,-2.037,-33.3,-50.85,37.05,26.8,167,0.135,282.32393948383265
639218,14.571,0.572,-11.808,8.731,-8.731,-8.731,-33.3,-50.85,37.05,26.5,203,0.164,281.9000296647878
639272,12.337,5.693,-8.198,-7.554,0.1,2.54,-33.3,-50.85,37.05,26.6,261,0.21,281.47611984574314
639326,9.706,-4.695,-5.243,3.297,-2.78,-4.312,-72.75,-9.0,21.3,26.8,28,0.023,281.0522100266983
639380,10.542,5.313,-7.4,-0.991,-2.461,-1.38,-72.75,-9.0,21.3,26.5,0,0.0,280.6283002076534
639434,6.867,3.97,-7.537,-0.589,-2.04,-2.028,-72.75,-9.0,21.3,26.5,5,0.004,280.20439038860854
639488,4.803,2.734,-6.934,-0.163,-2.714,-1.82,-79.5,37.65,-21.0,26.5,608,0.49,279.7804805695639
639542,3.34,4.365,-6.905,-1.308,-2.182,-0.98,-79.5,37.65,-21.0,26.7,1611,1.298,279.35657075051904
639596,4.75,6.297,-7.159,-0.016,-2.436,-2.624,-85.95,46.65,-49.65,26.9,1680,1.354,278.9326609314742
639650,1.109,4.894,-6.029,-2.14,-1.285,-0.875,-85.95,46.65,-49.65,26.6,35,0.028,278.50875111242954
639704,2.219,5.169,-6.651,0.432,-2.455,-3.029,-63.9,75.6,-75.75,26.7,51,0.041,278.08484129338467
639758,-2.48,5.478,-7.468,-1.778,-1.281,-1.382,-63.9,75.6,-75.75,26.7,1832,1.476,277.6609314743398
639812,-0.845,5.236,-5.976,-0.04,-1.734,-2.384,-30.45,92.7,-80.4,26.8,1964,1.583,277.23702165529517
639866,-3.725,5.543,-5.507,-1.854,-0.877,-0.919,-30.45,92.7,-80.4,26.8,2025,1.632,276.8131118362503
639920,-4.846,5.217,-5.957,0.662,-1.889,-2.539,-30.45,92.7,-80.4,26.6,2131,1.717,276.38920201720543
639974,-4.403,4.963,-4.432,-2.085,-0.681,-0.717,-30.45,92.7,-80.4,26.5,2325,1.874,275.9652921981608
640028,-4.702,5.842,-4.044,-0.208,-1.694,-2.454,16.2,99.45,-67.35,26.5,1937,1.561,275.54138237911593
640082,-7.185,3.259,-3.682,-1.345,-0.846,-1.216,33.3,100.35,-57.9,26.8,2144,1.728,275.11747256007106
640136,-6.902,4.374,-3.632,-0.641,-1.161,-1.626,33.3,100.35,-57.9,26.6,2869,2.312,274.6935627410264
640190,-7.702,3.302,-1.901,-1.539,-0.616,-0.993,49.5,94.65,-46.05,26.8,3450,2.78,274.26965292198156
640244,-9.359,1.86,1.207,-0.978,-0.384,-1.032,49.5,94.65,-46.05,26.6,3505,2.825,273.8457431029367
640298,-11.739,-0.448,1.286,-0.901,0.738,0.744,54.9,94.05,-35.55,26.8,3779,3.045,273.42183328389206
640352,-10.817,-0.237,0.769,1.381,-0.155,0.023,54.9,94.05,-35.55,26.6,3560,2.869,272.9979234648472
640406,-9.986,2.808,-1.003,0.138,1.099,1.994,54.9,94.05,-35.55,26.6,3518,2.835,272.5740136458023
640460,-6.735,2.286,-2.277,2.052,0.225,1.054,54.9,94.05,-35.55,26.6,3370,2.716,272.15010382675746
640514,-5.595,5.124,-4.274,0.75,1.328,2.126,37.35,101.1,-50.25,26.7,2787,2.246,271.7261940077128
640568,-6.167,5.157,-3.345,0.183,1.148,2.188,37.35,101.1,-50.25,26.8,1455,1.173,271.30228418866795
640622,-3.62,4.269,-5.08,2.435,0.522,1.009,18.15,103.2,-60.6,26.8,0,0.0,270.8783743696231
640676,-6.053,4.3,-2.662,0.064,1.964,3.233,-7.2,97.95,-71.7,26.8,0,0.0,270.45446455057845
640730,2.485,6.115,-7.274,3.225,0.739,0.141,-7.2,97.95,-71.7,26.7,0,0.0,270.0305547315336
640784,-6.742,1.695,-2.581,-1.487,3.92,4.786,-40.95,89.25,-79.2,26.8,8,0.006,269.6066449124887
640838,14.028,10.697,-10.999,4.921,0.49,-2.113,-40.95,89.25,-79.2,26.6,165,0.133,269.1827350934441
640892,-3.802,-0.184,-8.255,-1.644,3.595,4.306,-40.95,89.25,-79.2,26.5,0,0.0,268.7588252743992
640946,12.431,8.258,-10.625,2.566,2.23,0.422,-40.95,89.25,-79.2,26.3,203,0.164,268.33491545535435
641000,1.563,0.589,-8.523,0.203,1.122,0.721,-76.95,37.2,-11.85,26.6,1041,0.839,267.9110056363097
641054,6.725,9.534,-8.954,-1.394,2.257,2.041,-76.95,37.2,-11.85,26.8,391,0.315,267.48709581726484
641108,6.756,2.902,-5.478,-0.496,1.535,1.285,-69.45,42.3,-7.8,26.8,103,0.083,267.06318599822
641162,4.034,1.343,-3.148,0.65,1.463,2.086,-69.45,42.3,-7.8,26.9,120,0.097,266.63927617917534
641216,11.456,4.618,-5.756,1.14,1.438,1.392,-78.15,29.7,3.9,26.5,112,0.09,266.2153663601305
641270,8.533,1.7,-5.827,0.944,1.187,1.463,-78.75,12.15,16.95,26.8,93,0.075,265.7914565410856
641324,10.068,2.382,-5.653,0.352,1.015,1.419,-78.75,12.15,16.95,26.7,189,0.152,265.36754672204097
641378,10.446,0.857,-4.676,0.434,0.227,0.567,-78.75,12.15,16.95,26.5,209,0.168,264.9436369029961
641432,9.239,1.307,-4.822,0.35,0.729,0.319,-78.75,12.15,16.95,26.8,194,0.156,264.51972708395124
641486,10.688,-2.303,-2.808,-0.285,0.396,0.478,-68.1,-6.9,29.85,26.7,175,0.141,264.0958172649064
641540,10.75,3.211,-7.25,1.591,-0.07,-0.394,-68.1,-6.9,29.85,26.7,145,0.117,263.67190744586173
641594,14.037,3.141,-7.573,-0.838,-0.198,-0.276,-65.55,-4.2,32.85,26.7,177,0.143,263.24799762681687
641648,11.032,3.278,-7.587,-0.18,-1.836,-1.869,-65.55,-4.2,32.85,26.4,187,0.151,262.824087807772
641702,11.466,3.213,-7.408,-1.037,-1.905,-1.65,-73.5,2.85,24.6,26.8,207,0.167,262.40017798872736
641756,10.35,-0.005,-6.215,0.379,-3.232,-2.907,-73.5,2.85,24.6,26.8,237,0.191,261.9762681696825
641810,9.175,4.085,-7.616,-1.244,-2.384,-1.039,-82.65,23.1,2.1,26.3,236,0.19,261.55235835063763
641864,10.07,3.474,-7.673,-0.298,-2.694,-2.275,-82.65,23.1,2.1,26.5,312,0.251,261.128448531593
641918,4.384,2.459,-5.916,-1.52,-2.159,-1.645,-73.2,45.0,-19.05,26.9,1439,1.16,260.7045387125481
641972,7.219,5.435,-8.296,0.06,-2.892,-2.776,-88.8,48.0,-38.1,26.7,1609,1.297,260.28062889350326
642026,0.579,4.065,-5.349,-1.924,-1.364,-0.945,-88.8,48.0,-38.1,26.7,272,0.219,259.8567190744586
642080,1.951,4.712,-6.153,0.301,-2.366,-2.527,-88.8,48.0,-38.1,26.7,167,0.135,259.43280925541376
642134,-2.009,4.578,-5.593,-1.162,-1.296,-0.873,-88.8,48.0,-38.1,26.8,1516,1.222,259.0088994363689
642188,0.067,6.61,-6.306,-0.26,-1.813,-2.246,-22.65,94.65,-79.95,26.7,1865,1.503,258.58498961732425
642242,-3.84,3.517,-4.982,-1.18,-1.155,-1.267,-22.65,94.65,-79.95,26.8,1996,1.608,258.1610797982794
642296,-5.088,5.418,-4.259,-0.198,-1.45,-1.592,0.3,98.55,-76.35,26.5,2070,1.668,257.7371699792345
642350,-5.375,4.755,-4.458,-0.803,-0.877,-0.989,0.3,98.55,-76.35,26.4,1401,1.129,257.3132601601899
642404,-5.969,4.448,-3.44,0.027,-1.118,-1.439,19.05,96.75,-69.9,26.7,1979,1.595,256.889350341145
642458,-7.578,4.259,-2.923,-0.916,-0.294,-0.272,19.05,96.75,-69.9,26.7,1951,1.572,256.46544052210015
642512,-5.013,5.94,-5.72,0.413,-1.287,-2.101,30.6,94.8,-65.55,26.6,2240,1.805,256.0415307030553
642566,-8.871,2.437,-1.839,-2.265,-0.147,-0.021,30.6,94.8,-65.55,26.5,2984,2.405,255.61762088401065
642620,-8.99,1.451,0.048,0.332,-0.696,-1.164,30.6,94.8,-65.55,26.8,3376,2.721,255.19371106496578
642674,-13.314,-0.491,2.564,-1.707,1.268,1.109,47.7,91.65,-51.15,26.8,3515,2.833,254.76980124592092
642728,-13.245,3.115,-1.329,1.181,1.448,1.274,47.7,91.65,-51.15,26.7,3445,2.776,254.34589142687628
642782,-6.144,4.302,-2.835,1.791,1.85,1.389,37.8,94.8,-56.1,26.4,3064,2.469,253.9219816078314
642836,-6.912,0.754,-3.637,-0.942,2.566,3.26,37.8,94.8,-56.1,26.5,587,0.473,253.49807178878655
642890,-1.82,4.427,-5.947,2.082,1.605,1.106,10.8,100.8,-64.35,26.8,0,0.0,253.0741619697419
642944,-4.922,4.221,-5.413,-0.446,2.468,3.215,10.8,100.8,-64.35,26.7,0,0.0,252.65025215069704
642998,2.507,6.73,-6.541,1.428,1.785,1.41,-18.0,95.7,-70.65,26.8,0,0.0,252.22634233165218
643052,-1.676,5.581,-6.409,-0.504,2.195,2.639,-18.0,95.7,-70.65,26.5,0,0.0,251.80243251260754
643106,5.128,7.491,-8.947,1.992,1.612,0.476,-18.0,95.7,-70.65,26.5,13,0.01,251.37852269356267
643160,-1.219,3.819,-6.333,-1.179,2.825,3.623,-71.7,59.25,-37.8,26.5,0,0.0,250.9546128745178
643214,6.713,6.95,-7.707,2.555,1.552,0.9,-71.7,59.25,-37.8,26.7,0,0.0,250.53070305547317
643268,2.837,1.98,-5.241,-1.903,2.466,3.227,-68.1,44.4,-14.55,26.3,291,0.235,250.1067932364283
643322,9.673,6.515,-6.483,2.986,1.382,0.692,-68.1,44.4,-14.55,26.5,222,0.179,249.68288341738344
643376,7.97,1.683,-6.294,0.16,1.823,2.056,-72.6,38.55,-5.85,26.9,210,0.169,249.2589735983388
643430,9.287,4.982,-7.573,0.687,1.796,1.625,-72.6,38.55,-5.85,26.6,211,0.17,248.83506377929393
643484,10.604,2.519,-6.402,1.225,1.099,0.918,-75.15,22.8,7.65,26.7,255,0.205,248.41115396024907
643538,7.796,0.95,-5.004,1.024,1.157,1.185,-75.15,22.8,7.65,26.8,234,0.189,247.98724414120443
643592,9.282,0.587,-3.871,0.467,1.277,1.634,-75.15,22.8,7.65,26.8,271,0.218,247.56333432215956
643646,9.524,-1.477,-2.018,1.619,0.883,1.219,-75.15,22.8,7.65,26.7,235,0.189,247.1394245031147
643700,10.163,-0.709,-4.345,2.105,0.927,0.144,-65.85,6.15,26.25,26.9,179,0.144,246.71551468406983
643754,9.912,-4.295,-3.8,0.203,0.932,0.848,-65.85,6.15,26.25,26.6,199,0.16,246.2916048650252
643808,10.123,0.661,-4.681,0.555,0.249,0.067,-65.85,6.15,26.25,26.8,237,0.191,245.86769504598033
643862,10.305,-1.901,-4.025,-0.414,0.248,0.181,-51.75,4.2,40.95,26.5,280,0.226,245.44378522693546
643916,12.282,-1.298,-4.116,0.523,-0.952,-0.77,-51.75,4.2,40.95,26.8,240,0.193,245.01987540789082
643970,12.107,1.504,-5.009,-0.392,-1.264,-1.501,-56.55,8.85,35.7,26.8,248,0.2,244.59596558884596
644024,8.787,-3.232,-3.225,-0.815,-1.111,-1.016,-56.55,8.85,35.7,26.6,5,0.004,244.1720557698011
644078,9.606,-0.472,-3.168,0.349,-1.536,-1.553,-66.6,18.15,25.95,26.7,0,0.0,243.74814595075645
644132,9.553,0.79,-3.654,-0.719,-1.327,-0.676,-66.6,18.15,25.95,26.8,189,0.152,243.3242361317116
644186,11.535,-0.201,-4.017,0.111,-1.324,-1.429,-70.95,31.8,10.65,26.8,166,0.134,242.90032631266672
644240,9.239,0.505,-6.184,-1.309,-1.449,-1.069,-70.95,31.8,10.65,26.6,293,0.236,242.47641649362208
644294,6.972,3.388,-5.188,-1.718,-1.073,-0.43,-70.95,31.8,10.65,26.6,499,0.402,242.05250667457722
644348,9.407,1.257,-6.716,0.769,-1.688,-2.265,-64.35,52.2,-10.95,26.6,395,0.318,241.62859685553235
644402,3.847,1.822,-5.387,-1.18,-0.707,0.245,-64.35,52.2,-10.95,26.5,763,0.615,241.2046870364877
644456,8.882,7.87,-8.243,0.747,-1.694,-1.789,-59.55,58.35,-17.55,26.7,1225,0.987,240.78077721744285
644510,2.476,4.147,-7.752,-0.8,-1.289,-1.157,-59.55,58.35,-17.55,26.7,1334,1.075,240.35686739839798
644564,6.27,7.858,-8.291,-0.847,-1.674,-1.546,-57.0,60.6,-22.95,26.6,254,0.205,239.93295757935334
